stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,3469.2805040716667,3494.3484882798266,3490.527727872037,3504.259901667312,270.85294231714033,192.9712626875886,91.52955122959996,91.060924528824
mean,pitch_angle,2713.025796540162,2753.785928043295,2913.866165529837,3282.96648701378,221.92666142138515,155.36978244616367,121.09352144584678,141.62834980767192
fill_average,time,305.3632644903414,352.83489700507823,560.638369274621,1000.7587508876292,36.34668790063916,43.3607935507472,64.30350983880369,107.51885499145828
fill_average,pitch_angle,966.218585257461,1192.677577176066,1960.754582438804,2976.2631852396084,194.4288286339705,184.3037058479048,193.881033997685,177.80765382147317
interp,time,298.1908298963685,316.1755103176208,472.6166385696698,817.9768331100369,43.779013951492175,28.917965176708176,51.112779955935366,102.39551671128936
interp,pitch_angle,981.5686024125156,1102.3061170232631,1917.084470982113,2906.140225225367,202.2050172396461,190.44203675303984,164.63049512985268,170.42472414189152
knn,time,767.0803394101121,1197.7174990619992,1994.903296286448,2320.5484038113327,209.80406680093512,196.6159002719581,121.78923226371631,117.47597575354148
knn,pitch_angle,2313.4356218281564,2465.073343507261,2904.277736192969,3266.815897682606,261.0911130712997,174.19030035950072,116.31733319044336,140.37117749826402
