stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,197.6219456022077,198.3409056287233,198.544581119422,198.6719053947946,5.217771600487979,3.569037101715271,1.807008381911669,1.757342705472822
mean,pitch_angle,105.66163798788676,107.8275649854865,114.66228653958348,128.97668351704985,3.987881489312987,3.151674361134885,1.888117016425117,2.4100015066605502
fill_average,time,46.08985030765731,48.52148319991778,58.24905256663452,72.31633138225742,2.732096934222149,1.7774703337975435,1.4263914078961797,1.6365915135839302
fill_average,pitch_angle,88.8330586919188,92.00687496647257,103.4288150379224,124.39387898662048,3.304848183026584,2.22359572439327,2.13810251326805,3.144465788520066
interp,time,45.50543333764804,47.44338414862544,56.021709507497874,70.7538515123167,2.92421977536782,1.8979372310032816,1.4976213632870865,1.6539722541563973
interp,pitch_angle,88.79617397070298,92.06685379443628,103.6774608382759,123.24215487538272,3.153847176064489,2.524921021846213,2.2019127010127857,2.8626055603885896
knn,time,74.34855845232104,81.66779303066184,107.22011246243352,119.93864217520148,3.088772663283085,2.1845979663253314,2.2597007194385297,3.159264572531725
knn,pitch_angle,99.06566785949828,103.39680692943064,114.4751593626898,129.57220091564966,3.5851700248674576,2.7143987990613034,1.5873405689337072,2.329217395500065
