stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,54.42899193699708,53.88677102784803,54.21986677919143,54.203670550079394,1.9906793367176296,1.100607692552821,0.6367736791685125,0.6701122822133235
mean,pitch_angle,44.632508239171095,45.17324690422347,48.036567362104776,53.434437843371015,2.2642551140187,1.315761018227912,1.0653443086814085,1.357882823860173
fill_average,time,14.15479919758384,15.126073255466238,19.195167142036794,24.047891221579967,0.9700326477367364,0.8046160605822318,0.7281477130891834,0.7509293579291173
fill_average,pitch_angle,32.44463918087318,34.06310066125266,41.19100430633017,50.82512187903992,1.647891499802213,1.4121136458167096,1.0269981975807307,1.2194209472507835
interp,time,13.988211422365955,14.84057132234039,18.24959800470269,23.870147670032928,1.028352558067145,0.8762201184142814,0.6536052085842674,0.7041906975762473
interp,pitch_angle,32.480384696658135,33.884688956810386,40.27341672310224,50.49822157669055,1.7792427157414927,1.4756556092174578,1.03370659560947,1.182360551431127
knn,time,26.941871251974217,29.755897905857896,35.1971239982746,37.69276017693081,1.3953741536153663,1.0067635480440598,0.7578633830570934,0.945113179519142
knn,pitch_angle,41.24841641266204,43.30033656553269,47.870906326539306,53.523534816424956,2.301515708144336,1.4758285616233846,0.8747387934243508,1.2953692787779618
