stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,323.80310725848256,323.75448462569915,323.33669723697324,324.75164893170864,5.234168255562058,3.4644591721012628,1.4306323431383303,2.0260292022821336
mean,pitch_angle,143.86902928385936,143.78106208430128,153.56076467406095,171.192779374078,6.911711071550582,4.131490242224764,2.841195987949172,4.259272140479392
fill_average,time,24.602095668800413,27.83462204628861,37.96533049068508,54.70792154024245,1.929228260922237,1.8789530495887763,2.517974463463796,2.10433042119217
fill_average,pitch_angle,66.63891294652987,76.71813891520331,115.02755871229118,157.75361178859464,6.174694031105706,6.2462212421569285,5.768248056644529,4.030111067900563
interp,time,24.035921411031605,25.9524031308313,33.92224805631217,49.25873425402441,2.6985253771481323,1.7007684841405852,2.050093762747205,2.085012925693915
interp,pitch_angle,64.87028898295328,73.97854099777803,110.29367531264155,156.9375522336437,5.896550491855633,4.471441009054978,6.4396205033387695,4.939977565096821
knn,time,48.76271656412788,59.58327743085922,91.19433958605474,104.89868663829836,3.1250490607338266,3.641500413740427,3.700842468644516,4.825366105097509
knn,pitch_angle,129.44790875720594,137.19308458637303,153.10734491447184,172.52660121715456,8.095637193440785,5.180074482157926,3.2134025563451547,3.820644814298735
