stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,7423.408973592692,7587.808161695826,7573.7776082587025,7626.369067335981,548.0845045967693,473.5993149181176,235.47701979962093,205.86561998236016
mean,pitch_angle,4858.766725204137,5063.967295463969,5311.256607052686,6057.677919784589,524.091497750276,334.87562585101995,300.7432486131542,414.2807195135312
fill_average,time,1201.63210441793,1377.6185017190824,2030.8520992561907,3395.0072183315906,240.8816149100806,199.88387581676545,196.04876449939945,330.33110115564915
fill_average,pitch_angle,1786.9147613333896,2067.932098481995,3502.761011235565,5356.358482441107,319.2748910954992,264.93396038607034,362.0513220602437,368.9230923002367
interp,time,1173.928353808757,1248.7106808716103,1733.4005053405688,2951.7917914554105,197.47521887091105,159.63766839927908,208.39147217167863,400.23705741511714
interp,pitch_angle,1674.8963692641205,1992.6747476777905,3337.632170547781,5209.752828761483,303.8160175063194,260.13952117630146,360.6421239152341,402.7580451309726
knn,time,1761.3893556699334,2781.4834415043206,4607.976796587172,5520.274631695134,318.3522653055708,424.0011640706703,298.2473805956151,269.1872997027608
knn,pitch_angle,4070.380574138013,4523.74827546462,5281.301869605253,5935.613765535239,553.4344119725563,365.0357182624553,284.93403031122256,356.3135104045079
