stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,135.3854343586806,135.58271223757637,135.74526240525455,135.75214632497443,2.431603386555941,1.3975981769733017,0.9484562625218098,0.8998953094634851
mean,pitch_angle,55.07250222718596,55.54536960711088,59.19140023041436,66.70349527079847,2.073581666998668,1.4251747862935775,1.135257114391149,1.1827472928654952
fill_average,time,17.677743769803925,18.93143180036979,22.51994374884521,27.738340982213447,1.3077565962909514,0.8283670550707852,0.7589124834211798,0.7167597829451993
fill_average,pitch_angle,31.65542506650768,33.99325737998192,44.453555212370745,61.108613292208,1.4787395857584944,1.3175075919433314,1.49367515605818,1.4180323860660924
interp,time,17.838132209942227,18.09997581518348,21.78154429524384,27.399800772116745,1.5817933317369777,0.780165225159929,0.7540943950199167,0.8248954235714511
interp,pitch_angle,32.0773961970646,33.409852200468976,43.23544260382761,60.6409332929286,2.123064190642026,1.1502602115453482,1.5378807227808826,1.515062201153632
knn,time,27.54481724090807,29.300952931449984,35.08955462705921,40.50786145342622,1.750467518606947,1.018443685134183,0.8051035791475437,1.1291073255946522
knn,pitch_angle,48.02210761723472,51.89326406288234,58.84483023142144,66.5924530809338,2.058222737568323,1.4277615219797777,1.062434762820115,1.3055843024442821
