stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,604.5653285764848,600.5061782324874,604.5000891580883,604.1729922350578,14.918567806719222,12.889613771489229,5.242753137376901,6.352342625796642
mean,pitch_angle,416.123204085156,419.98292910008223,449.10301006175496,506.8957754209589,19.502154466059576,12.45111669169772,8.069582106691621,11.916011483124102
fill_average,time,59.60959372939958,64.77843639835362,87.23074445056331,134.3826560535457,2.7727264682024924,2.365627890364475,2.746719411994845,4.925440877720904
fill_average,pitch_angle,186.78801679755875,216.05733882118705,339.69989123167994,473.42469515345584,13.575814599915116,13.6025661177864,13.013079603610349,14.853733640305066
interp,time,56.68056203058053,61.13339797200133,78.5270410534449,118.94038510826029,3.098388942591806,2.7611480675113262,2.912234553355632,5.121073087352899
interp,pitch_angle,182.2876301580065,213.45424862670177,329.27067675853766,467.9707628099995,12.57546888566757,13.809484561671484,12.533244672051582,15.042103742999764
knn,time,106.48547808147038,164.55796902474015,356.83320059499897,411.2081310395529,11.28047893430916,10.400843976479932,11.443719977719804,12.292681132386324
knn,pitch_angle,373.6426545423199,398.2358656949635,444.8164086399325,507.7471694097101,19.51210061821018,13.061331915327512,7.726577078743361,11.290276869795884
