stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,53.20272933756164,53.40833054107321,53.3865873097186,53.61183245151014,1.5133094244348166,1.0242232291924207,0.4193080404660624,0.5619379191996179
mean,pitch_angle,39.43909624807757,39.756177066787,42.31396954781715,47.5610672271361,1.1574512495859226,0.7836308942002895,0.6296231734996117,0.8201923164531075
fill_average,time,11.506565712624514,12.25599853632777,14.942268993931602,18.80889540697175,0.6088431637194882,0.5021113114251301,0.3180150796024347,0.4330255246336557
fill_average,pitch_angle,22.47013372886784,23.83834440365025,31.1038734053461,43.35434323712519,1.1269936069032025,0.784308143011277,0.915902637959095,1.0964325450041907
interp,time,11.417846425455778,11.947613732235176,14.30564845932868,18.31649913258074,0.6622453377247819,0.6863926665942317,0.3777832727605597,0.4576752139882461
interp,pitch_angle,22.185533324345823,23.241843078491925,30.41054634547862,43.25292020265195,1.0600172782757693,0.8138680783866908,0.7929842469497369,0.8522335772277495
knn,time,19.48135045475505,21.13441017809786,25.419109984115146,28.146232087899545,0.9204864506086132,0.6178926434093241,0.610868824481072,0.7600015083288295
knn,pitch_angle,33.60845177668028,36.25505540458128,42.085366653051295,47.61965822526361,0.903537274761156,0.8855990062107721,0.7082756744869712,0.8428454142864663
