stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,3906.0196235410754,3911.449446378349,3914.365282135527,3926.8363832139353,90.44851326682814,56.18334276842911,26.964411531410644,41.04171688922275
mean,pitch_angle,1861.370855802197,1877.1404363696151,2012.458537808152,2257.30938980502,49.80062476309756,31.62814297441365,27.6586707382584,33.039748092183814
fill_average,time,250.2363302712573,275.33928188705295,395.6718117133306,640.7908517212255,39.95537861861154,33.81784940447117,42.80099464355094,42.58453177189679
fill_average,pitch_angle,500.2979030559391,637.184892761644,1220.949612475688,2006.385355587816,41.55272473596444,35.333238840488,52.87733874543434,39.166731546298514
interp,time,242.6630998618252,262.073674776584,348.37787839842315,567.2819153676517,37.25175285914419,21.899863885057883,34.72109168520925,38.21818366249349
interp,pitch_angle,489.06148737165074,595.9916678183026,1172.795635706795,1977.7358647631413,42.85034360858035,35.772598760308355,54.4171781203106,46.38100103165943
knn,time,326.18364491487074,406.2115324078077,685.3563778317638,1016.210089767372,21.323959759195983,24.881491665146417,21.145804600410663,48.63484709199946
knn,pitch_angle,1536.7450013510074,1691.5352610884715,1990.3887094121296,2263.589301676262,48.84948183399581,51.34532682991156,30.547373702040463,34.81352583890316
