stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,4201.266359285433,4213.959378910722,4263.156728223185,4272.879544499279,222.17960156668465,134.76169112917054,68.829158963408,63.58816018405599
mean,pitch_angle,5371.985876694927,5452.912172127965,5799.366452572626,6540.664699693027,229.6755243556962,133.36272028684522,85.86142803039333,143.39696046286036
fill_average,time,441.455321682499,490.6397059153457,719.7428690162465,1101.0050847697532,53.72983004492698,67.95301579055752,54.04904594289357,73.21230260755517
fill_average,pitch_angle,2233.668984012411,2646.569396498764,4081.3690225078926,5919.104409182008,241.9312893300468,186.83600480558675,170.52970988406753,162.865465615644
interp,time,399.8375412449441,433.3084252816562,632.4436768069347,991.4748539469872,52.97395390455327,46.4138321990538,58.39323189125653,89.89016817839817
interp,pitch_angle,2115.0209665558023,2575.355823251046,4005.0717442586633,5828.930230894501,199.92673042154829,207.28612208152865,148.7960177134305,163.94902352276043
knn,time,817.0983490859749,1145.2806292707776,1769.8331613275045,2124.6553034411822,147.48294977791429,112.60106763713549,74.89688402482862,101.64656075138991
knn,pitch_angle,4657.193205483651,5015.760991240414,5773.004103035237,6507.290499447681,248.2237314005185,173.03261339874675,112.17993868037402,150.00781467737553
