stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,610.5228596190392,610.3959053154464,610.0311425148378,610.0621446384438,13.819485324083663,8.897918725728685,3.521637403503418,5.828339208029653
mean,pitch_angle,314.2467642753717,317.7050682311616,336.3029918994858,379.03077463450495,13.35720432667474,9.41198018292356,6.588385384845409,8.60163544060092
fill_average,time,45.13485926030496,49.551639572493286,63.13626937268501,88.4689185588173,2.858385980698074,2.675281758905553,1.8084210612620264,2.5244340737447346
fill_average,pitch_angle,136.8563977567157,158.9544478437128,244.0735662837076,348.4244300166567,15.60259937474392,13.996694802744642,10.861253028827102,10.787125446256486
interp,time,44.43829015090548,47.04471340540981,58.87599738002447,82.27386802883245,3.1892898732308392,2.386384718792446,1.870544338820696,3.2587461902741257
interp,pitch_angle,131.36795535822273,151.03082061632938,241.0281337031976,347.22402542648274,11.413250167459152,12.21149612883185,13.010980248992045,10.254381605999278
knn,time,73.8941817694497,93.0548020168314,168.7135598268268,207.6219641024556,3.684578868712,6.397788110438957,7.196916168290501,7.249838659292497
knn,pitch_angle,269.465442975594,288.1303683485932,334.44477084204067,378.2659895432176,17.78686438546327,10.982491759102858,6.357965041026546,7.367543238825386
