stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,39.00070422083255,39.15269136842494,38.98912923599401,39.16601518104329,1.3010664228709377,0.7996856122896452,0.3480465480790598,0.3663846331142296
mean,pitch_angle,34.21448610882881,34.22850349731643,36.669279896492974,41.0559253419886,1.0922512186819586,0.819527462363089,0.6208138533877793,0.6750756344798635
fill_average,time,10.73853343462156,11.436069485623948,14.375441739591638,18.1535790873063,0.6012770531171215,0.4932929230165891,0.2864325193464694,0.4480367914444879
fill_average,pitch_angle,21.97489982769205,22.80628805398805,28.06815550518849,38.23431902044874,0.7733004799447619,0.598115331819409,0.8640401021894416,0.7661741534389335
interp,time,10.704894356948584,11.237266456444356,13.713818959195336,17.74496669003478,0.5914293748653727,0.4452210023686119,0.3916602877374625,0.4458495938884988
interp,pitch_angle,21.49459669746818,22.54277434508717,27.666954937219625,38.00829736949439,0.7902993884567253,0.6261229234270733,0.7641899524468353,0.8821415946621719
knn,time,18.83859229578548,20.42130939232596,25.64606846876081,27.92326381461856,0.6801398254535869,0.6267912189241613,0.4961803900014035,0.7051241548342453
knn,pitch_angle,29.567004806286405,31.726375767950422,36.44200557823324,41.146536301109236,1.110442641144833,0.7548349899998636,0.6583090777079394,0.7675429710488956
