stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,54309.03905114298,54176.013926253385,54199.23460004442,54501.70609783365,648.4886274843344,456.9120800677025,230.462456219919,300.1648332954475
mean,pitch_angle,10494.972225564105,10509.614749505468,11203.964085224174,12567.754309684027,483.23327868959086,343.7281865882404,221.2338612756596,329.6620934929499
fill_average,time,1612.4482814580108,1836.005595790459,2538.9147654333424,4078.7660522992273,256.5368658081793,158.04684643366747,153.91042163850156,216.476662182142
fill_average,pitch_angle,7027.821545364564,7755.627542178829,10008.800629381742,12331.21566050507,564.9781276764995,369.15678704553295,325.67748356393605,342.47048346886123
interp,time,1567.952793797739,1672.6046231079754,2233.1485408539534,3534.852843443057,225.17316535627864,172.7535859550076,160.24189583941563,261.957764384675
interp,pitch_angle,6885.087553968291,7636.779817956881,9946.754522069074,12215.408408778145,521.4855826149385,393.0937848400414,270.8110650468234,286.7483652568625
knn,time,3319.583036936633,4281.4058119784495,6752.5872011040265,11535.180953938796,493.8632288808654,361.4751115172532,318.1033331791754,1089.172105263306
knn,pitch_angle,9591.486458002091,10013.789854148014,11216.77493718455,12629.080424908385,400.8410027739879,340.0352330823019,265.1904562184125,330.4196978778998
