stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,42.517062307124434,42.2317583492768,42.20693451561065,42.2591331766252,1.128068006608045,0.769692476041631,0.3910414678542118,0.4015188366443111
mean,pitch_angle,40.76058650685343,40.87681354466688,43.82276896910087,49.30338197073301,1.54606177340729,1.108773501185989,0.8745422257560934,1.0551786717028269
fill_average,time,9.625313909821074,10.41580567002614,13.137284900293658,17.008657383425138,0.4820033553976764,0.6214123492347439,0.4774579155174708,0.4718704831616278
fill_average,pitch_angle,23.53473104376086,25.00690980941887,34.37668309561956,46.68758462818295,1.2962199465571664,1.1365288919616452,1.2498190434856151,1.355219911732736
interp,time,9.414568009567,10.043859665480529,12.39587492331082,16.307713382365886,0.5229970638917798,0.4404668972610526,0.3746041959564388,0.4973158749422708
interp,pitch_angle,22.47077763734784,24.57000038439347,33.4742201944155,46.0031582706728,1.0228623854804175,1.3027738653282137,1.4033916071592505,1.0917584369345013
knn,time,16.83266450295544,19.35641002099112,27.88835228179534,31.675249657919068,0.869451138105118,0.7617759185303249,0.7414071576209459,0.9006196450184079
knn,pitch_angle,34.38447751118134,37.27710693359038,43.14214204808922,49.248928520325016,1.9234150886552013,1.2344000181128445,0.793410713893059,1.0382226107267976
