stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,172.4853988037147,173.08023103715047,173.20304066566817,173.3900136278254,3.081321656019133,2.559563802528112,1.0046071553990334,1.2387972838247765
mean,pitch_angle,69.44242913225777,69.70767454298965,74.21860307157347,83.31740781865764,2.9527783099741725,2.041555638518036,1.6912997239910592,2.5337728639479686
fill_average,time,28.29588333089648,29.95159408740048,35.89670080810988,46.3381525402692,1.7817120783581997,1.6784816943072436,1.033250531706376,1.388594573307227
fill_average,pitch_angle,45.551371753745535,47.63975338138172,58.56381008231479,78.03296205203083,2.054304383490344,1.6055703931395098,1.652572017896636,2.1217765617273656
interp,time,27.26736231965274,28.613392173930382,34.239795222094294,44.15358023917894,1.972951015588888,1.5108980478946097,1.1326982619856103,1.4077378348236904
interp,pitch_angle,45.331878793596445,47.48735492829896,57.53403394683989,78.27711936009483,1.6737957115866169,1.6325900576139047,2.1469409056195268,2.455925029512472
knn,time,44.16454236518855,48.55509316315448,61.49995715878303,69.64308566554371,2.5977339130439314,1.7846881581715257,1.1804632018128245,1.6787135461735538
knn,pitch_angle,61.79972083109711,65.6312203156058,73.58621542958494,83.68878638888035,3.054712301280229,2.264721286976402,1.4769057664006735,2.107340026705791
