stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,208.4359917137677,208.7136241142708,208.9431913196031,208.7300956618396,4.436629741451074,2.7520234035567697,1.7377404862770174,1.894069445673732
mean,pitch_angle,96.9701691381691,98.14611990238711,104.03007919927722,116.96295566942116,2.9766102234667127,2.427628494183726,1.5938793842078414,1.6587986685942064
fill_average,time,39.459306084042126,41.79606766819334,52.10327635739788,68.8843964357863,1.755100559767187,1.6257559243427286,1.448624460894059,1.7497937961688836
fill_average,pitch_angle,72.90283355920236,75.59940085387404,89.75981197377601,112.64290233024803,3.0429351444247525,2.3042210062408146,2.274828485386368,2.514847910887578
interp,time,38.77858594076011,40.3282405351988,49.48754820366779,66.09522011982506,1.553460003698092,1.8399043751541315,1.6090761925430834,2.040305673150027
interp,pitch_angle,71.53637605905972,75.10211454122067,88.37785870451191,111.73087915723494,2.4466795888720987,1.7080325659254516,1.878873044921747,2.0326571164375897
knn,time,64.87303724380065,70.4560247349357,89.132849891298,100.73694874518152,2.6228553566350787,2.150106929149254,1.349178691974156,2.3711022525920984
knn,pitch_angle,89.39299129507519,93.22362132774164,103.33259022112456,117.21785761155513,3.2615247897592616,2.011798706788149,1.678307479521016,1.8146069798819529
