stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,302.5490094085658,304.3382387293399,304.3184081870402,304.6705834620072,5.004540167004724,4.374299462315387,2.2324132025646906,2.1844355158764963
mean,pitch_angle,214.1014073164941,214.13825909489748,228.3804177702845,257.4283642837681,6.557907780991896,5.31012789005119,4.209526081962439,4.4876110031304925
fill_average,time,21.658516363690183,23.397355099732977,29.935436840180685,40.11279243704043,1.305983733944134,1.2240247295214992,0.8558282490033171,1.0901814738463602
fill_average,pitch_angle,70.55667609656913,87.00105447426499,149.04003151888696,228.98498770635703,4.144514771740414,6.9476415856459965,6.495617995385336,5.700280049292147
interp,time,21.10186197420256,22.60465688308625,28.22376519195338,37.61664096046056,1.5883686997155595,1.0095193210601372,1.0617752275914896,1.1196034902639225
interp,pitch_angle,69.86569737739079,82.47215077360181,141.8478850468266,224.9036754424017,5.409987606742073,5.83014882492258,7.48239224177814,6.302978016110036
knn,time,36.370193229106114,45.44678765985455,85.3725574990354,102.92858466130544,1.8017567417945304,2.5076148431683767,2.6954388975322026,5.28161991301697
knn,pitch_angle,172.5412177089569,194.5092664247456,226.79809413418712,257.62645233079957,8.255652284814646,6.309392742119899,3.947782956044223,5.014909130115672
