stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,20678.86780546036,21036.931661946102,20556.44592655512,20595.864184117014,2672.416971282962,1827.8039197216087,739.296805870707,814.8742830093297
mean,pitch_angle,20824.971147011747,21583.82993617393,22875.30647158165,25691.898897157826,1988.781421323345,1556.2103908761703,1113.6093810461766,1387.4946302006476
fill_average,time,854.1063317925627,1056.872710351248,1657.9617362499118,4087.6364551324136,315.8326220806131,351.60018727844266,499.890841514762,1063.8667757616722
fill_average,pitch_angle,7632.143445795938,10040.611784955929,16351.725225119237,23651.856391975933,2113.759053179499,2419.058405957328,1623.244510908581,1670.610570776788
interp,time,653.6645503814145,662.4280209419057,978.3368116538944,2251.207740812098,163.07472630424726,127.30303464744392,204.94605479426767,852.3675650625268
interp,pitch_angle,7466.110431000802,9320.672512611323,15608.705155071604,23264.937112103504,2326.070664156959,1741.96920076612,1571.8368183600785,1515.790569845588
knn,time,7496.410717057197,11200.914833200362,12110.450507124166,16939.74450150432,2813.47103922724,2238.970676668728,1284.8502766974866,1174.520495371695
knn,pitch_angle,17751.238472684763,19489.282796991145,22748.652481186506,25295.016375088177,2570.030468885585,1599.108824004152,1149.0386466350142,1419.932868748841
