stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,12897.001672295322,12915.8368363455,12933.093917632848,12890.795480239263,291.8035796490709,179.12671143501436,88.1313206675005,126.89171614779652
mean,pitch_angle,6047.690456100946,6116.926199554672,6553.549573832549,7443.232712746876,205.4013690059087,154.67794347386118,106.36053646836058,132.61186108030637
fill_average,time,1026.847867138986,1126.4800093225374,1578.8142581833986,2519.009285470629,126.91676406657812,69.48381001953517,85.52634910182604,126.9057382030593
fill_average,pitch_angle,1630.8927093589373,2037.4862109047024,4002.516056874935,6607.137594843979,171.1446087877279,178.30716684877498,215.7851029957576,156.046884746487
interp,time,922.136732153174,979.9144287121932,1369.7516932258682,2224.7281857623907,129.68272374261772,116.30566181653548,87.27916008645758,121.27215702154112
interp,pitch_angle,1504.202689644861,1967.53840929487,3779.8025280464735,6530.0529819421245,178.80204710587867,206.1311333284546,206.9869687651274,192.9380028671612
knn,time,1234.71030366022,1680.1666568453238,3001.4535162556767,4223.281647806467,163.7908951595307,136.3046598557079,128.5617215566344,193.33606155034497
knn,pitch_angle,5064.458363561662,5501.205865312085,6470.608895262749,7411.38087454314,199.5937527408757,159.99316407379072,125.07078202764916,135.1058904905874
