stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,4177.621813638005,4160.786456848328,4177.4964556180985,4171.163643821334,154.4013796790061,120.8782391706359,51.863582735058856,52.63858891195959
mean,pitch_angle,3561.378783540368,3609.294663407228,3816.9115518528815,4302.20936202804,176.89998209356145,127.66676304908388,83.0048331463579,114.80184117406864
fill_average,time,360.976274959334,413.9994691024665,542.6609734048826,775.5975219180549,110.68596831503204,57.50096552514155,45.42216889961406,63.83017103342261
fill_average,pitch_angle,1100.4401634607773,1356.6812666767337,2649.65584367322,3897.223596911888,183.9734744841816,160.20063085105164,129.37793459791675,131.77316423917094
interp,time,361.3626098970852,386.3536784921283,487.7366421072581,698.1493418111122,111.48042733720736,68.78818171004984,52.9931684391218,55.25224125131519
interp,pitch_angle,983.622403283366,1393.7712269442825,2497.46559877611,3846.710267126057,139.29877337329373,196.69755333272263,154.3546063868097,154.91469943061378
knn,time,393.7304233706454,783.9016806983211,1565.6124646958665,1811.2878511963784,119.9371796378636,131.25932172941282,75.69749560044494,106.06974497472874
knn,pitch_angle,3044.430148824226,3249.8885065747054,3796.600621799013,4291.5440587677085,206.5227538225412,135.38930510318298,89.17920882718991,117.9748163190566
