stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,54.575755786853136,53.94361230340699,54.18295952726974,54.19567053509568,1.499990563527159,0.982760633202088,0.4515301040715644,0.4830409463794743
mean,pitch_angle,33.111037559437065,33.65567120740778,35.42242103383024,39.835276578528,1.6409586356817003,1.243699633976787,0.8883091212432745,1.2451307870614396
fill_average,time,12.798059442814246,13.717442496203686,16.65193445948718,21.40405520102833,0.6666972296336032,0.5869687876387766,0.4501570330625163,0.5488535147187534
fill_average,pitch_angle,23.643986498173085,25.191677209568883,30.2247426354547,38.57755113426138,0.8110382932911614,1.0595790054514445,1.27524296892172,1.4384961709764617
interp,time,12.57607827774873,13.26659243661714,15.937496913900029,20.59727376660346,0.6865633481006985,0.5016685950059191,0.4787761809576445,0.611055170866796
interp,pitch_angle,23.77676211151509,24.684262254391648,30.15120131835089,38.24049906654293,1.136384242739929,1.0180761773908829,1.3615124785954609,1.1399935621334998
knn,time,20.518659582623787,23.66133926118407,32.7135926408695,35.78589467033889,1.0072580620538674,1.169187969646053,0.727955026115986,0.8313280078671321
knn,pitch_angle,29.70659569816852,31.43515515872548,35.54946782838719,40.22559768665057,1.7712805308929376,1.4612942318978723,1.0479853163324588,1.0861767005302212
