stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,1412.729080289521,1403.5674606574255,1406.2271961313704,1407.8441775321985,32.51797814777909,25.752423684324413,11.876565446697454,13.029347072869076
mean,pitch_angle,766.3543273341312,770.574243543359,822.4699787651023,926.5122281885582,21.90592403513417,16.839936419745612,15.255784656643051,16.82807468594966
fill_average,time,131.0060401215012,146.46114968324878,206.58144694107497,335.05339249758515,15.943206284445838,14.20350808646262,10.093488221981262,11.0045507400939
fill_average,pitch_angle,274.2197701507344,320.61513883319554,550.3792384208125,839.4425197787428,18.393944574406685,17.6335004602473,24.465307635804017,20.951839110164183
interp,time,126.9784432315278,134.5812581310519,188.6566266345108,299.64667932027044,18.040155209416955,12.140803766996775,13.726875449149055,17.75991567917032
interp,pitch_angle,260.9824713823128,305.533605352962,529.2795610891156,831.7054682042486,18.455798800205667,20.051875214356286,23.256828623482164,20.488370645402824
knn,time,211.50149223261,328.7557853655064,675.8846618130152,827.2609973523328,21.40690100186454,34.46821158410542,20.36501233632365,20.679929823976146
knn,pitch_angle,646.9889159698297,701.7144998360257,817.327786420411,923.9366278158271,28.83057537478008,23.075500308961622,16.12380920867581,14.787112224976052
