stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,60.71052452321933,60.437152264704274,60.467871300854384,60.67062138891643,1.9786990982046,1.2783522897666306,0.5409086572903702,0.5932978562347893
mean,pitch_angle,47.72927637192891,48.85476465756855,51.52751854698054,58.10281450651152,1.6256429182576797,1.2228493714022135,0.8240558639527228,1.076665039046376
fill_average,time,22.989594878648667,24.15225144059252,29.121959098890883,35.74798685527333,1.313986082604499,0.8915353674526035,0.6921655514655233,0.6748743245841973
fill_average,pitch_angle,41.316106912697215,42.67417076061094,48.57301898985341,57.1372389626671,1.432190447496036,0.9875708866504904,1.080734238038256,1.09885339867651
interp,time,22.899156697041573,23.84916651634178,28.069879393125703,35.3989863461731,1.5707551849533437,1.1170097874605174,0.7764254158237194,0.7424870770758683
interp,pitch_angle,41.7003647508602,42.3161333093568,48.1297595055835,56.71486240255207,1.5311428844228234,1.197844239378631,1.0439124983777983,1.0860453258465954
knn,time,37.93908534903865,41.40385735657665,49.707657615677775,52.25778416734763,1.5288818450267143,1.320925784944144,0.985338350738538,1.0870443973844854
knn,pitch_angle,44.60352691504255,46.455705133571335,51.29703769314344,58.16057792285698,1.7646089595508898,1.088793840097204,0.7569246342827033,0.9502504328283284
