stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,91.91709401435132,91.96602203312746,92.22280589329247,92.0198084952403,2.627838209731922,1.893961281874468,0.9835745346125676,1.027270386944322
mean,pitch_angle,75.50030338637384,76.58675307094954,82.13549911370123,91.59834019794224,2.8218429605975843,2.0578918523023018,1.509992007582167,1.6510343129203566
fill_average,time,18.95353735495515,20.55678155870255,24.818657793462243,31.49095016318428,1.161230360867219,1.0075409924966834,0.5938241987039302,0.7712388917572635
fill_average,pitch_angle,35.177751037172065,38.21860216683534,56.75880650678642,83.5357705740781,1.8473222331660164,1.6758916421848211,2.210407402034162,2.218287337118794
interp,time,18.84892406846308,19.69657374559896,23.636794107433765,30.39846883182436,1.546230860696813,0.8809376624630397,0.790492076143374,0.9088192414305402
interp,pitch_angle,34.28331375034815,37.47414106079871,54.81222300857815,82.4049068942167,1.2074433040368326,1.962180739390031,3.004336633702464,1.9925451907036984
knn,time,31.39819036464633,36.93006846735825,52.76799746259569,58.19123507230858,1.3785479930840685,1.510948566749568,1.6064004817990285,1.6900559976279468
knn,pitch_angle,65.15374816693028,70.20075615226554,81.76891377745727,91.98622478434844,2.884388648650164,2.1496151159036865,1.3437546046226645,1.7589083167423656
