stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,357.9983562657672,357.91928698031137,357.0365555987992,358.13476856597214,7.027363937591329,5.47744188759651,3.4080639065067264,3.2828941187388896
mean,pitch_angle,262.7557339231951,266.33552766227285,282.3180120697989,317.1019213644996,9.943002103778577,5.570550384254215,5.052679031987352,4.845934381535215
fill_average,time,31.621694644193976,35.74749322090423,50.07351766357615,77.42128915729342,2.310137691210934,2.626199621226314,1.8807327416556885,3.91105096080788
fill_average,pitch_angle,85.51128511574117,103.84711202062432,178.92379008403043,282.0029837255057,6.065045537483069,7.499385878559557,5.470768209052688,6.222302949365105
interp,time,30.717453597274144,33.6195470234791,44.27369409382218,67.76732293961821,2.7947348271997887,1.86176952099682,2.109538693414026,3.5252895202777688
interp,pitch_angle,85.05363953285514,98.60970920628004,172.37342359931617,279.4856888387288,7.897789225806322,6.363751996163816,7.587204087247704,8.406666585604322
knn,time,56.36349737894167,74.8140289964585,132.3184508701895,155.0011481589646,3.628053635588092,4.860426940017181,5.3041206502039,5.208092692734717
knn,pitch_angle,215.6298029627694,236.62070445272,280.9919871741371,317.01086909847976,8.598715516496833,7.510645677177245,4.4252624552914215,4.568493866698219
