stat,,rmse_mean,rmse_mean,rmse_mean,rmse_mean,rmse_std,rmse_std,rmse_std,rmse_std
miss_percent,,10,20,50,80,10,20,50,80
method,axis,,,,,,,,
mean,time,4016.799448850506,4018.2445893305207,4033.172733089756,4017.004300388896,135.69738945991853,84.06116097160958,36.20850779430706,44.704681615666985
mean,pitch_angle,2646.988930965697,2670.791570380238,2866.511036619828,3190.5169582364965,121.89518170965796,92.58436168588524,65.88822950225943,71.70958849867127
fill_average,time,202.1786344019143,238.59197399183023,311.4702581958793,508.0673090778232,46.69763107522699,61.33311782176519,46.23161834978637,72.08085228518613
fill_average,pitch_angle,697.5289349477534,883.5399615810624,1826.43866495151,2850.355154172374,83.75344411865784,122.97365731797998,136.59915012916198,92.43051290565336
interp,time,173.74411928528843,182.49592056195235,242.7940735461931,363.48833580524354,16.68328229637533,10.171028112995817,16.249137267181258,21.616521404406885
interp,pitch_angle,645.3338192797914,826.5502028550459,1740.144231869206,2822.09400286554,90.82176032646052,109.80579745613494,140.18037694060544,128.2191603490115
knn,time,364.80412656748905,716.0364819655329,1599.077152676679,1945.5047702165075,60.68175043959645,108.5505063960464,71.78006278123391,73.7481831846127
knn,pitch_angle,2272.720863919414,2474.746614141536,2819.247929308833,3170.358866212919,131.83964795305093,88.0552578000003,81.20022855906892,84.05530124170892
