method,n_neighbors,10,20,50,80
knn,1n,38.2052523282241,59.97169777647632,77.55262095307425,83.37731921985274
knn,5n,34.304207240972964,44.33150805132389,62.69156700669613,68.4582226303983
knn,10n,34.34634172263932,44.24175398575435,61.5807532360101,69.5470692287102
knn,15n,33.03866298361682,42.83628499790166,60.00292262265527,74.13479857604256
knn_with_traintest,1n,52.408057791552906,50.248112126347294,88.89128122885685,119.76310626006855
knn_with_traintest,5n,38.170601198538485,43.045010797128455,131.82126279258677,90.16716175342384
knn_with_traintest,10n,37.54888714950653,41.98217142336822,100.0787656900283,86.8302859174243
knn_with_traintest,15n,37.518746499526266,41.71855170050655,110.92249033422188,83.13010596234894
