method,n_neighbors,10,20,50,80
knn,1n,66.95402676771323,110.79451358634874,182.67404472004816,197.9182954113176
knn,5n,55.55140801242337,75.38851331643212,131.44937175394617,156.6079665994883
knn,10n,57.91736076033522,72.01577691997144,122.45657875530208,166.3216866621577
knn,15n,60.55114778961892,71.08998340030617,118.82659983781572,192.84311148286267
knn_with_traintest,1n,125.67823904747712,177.28608344833432,368.6966720481706,465.5725031297825
knn_with_traintest,5n,133.48256693895107,128.41024887865893,7431.836861797748,6651.484283160035
knn_with_traintest,10n,129.7967087331759,120.22587646537798,3721.544018760064,3336.1296856385115
knn_with_traintest,15n,138.95260738674347,124.42216211899954,2486.9685213593125,2235.624689391784
