method,n_neighbors,10,20,50,80
knn,1n,9892.109503460197,9449.055937564186,11489.460582612588,16104.35041685425
knn,5n,7137.68481349712,11853.964587821894,12416.724522189154,17098.13021806318
knn,10n,7839.584326792134,11349.857174866936,14478.43473375603,18223.44869573
knn,15n,7799.085348454662,11734.565928781178,15554.50070839372,19174.595230083134
knn_with_traintest,1n,7813.62997627503,10078.314232278435,17125.770394821175,20910.720690373782
knn_with_traintest,5n,11494.362242716894,11453.124155824067,17007.570777582638,20226.412359082635
knn_with_traintest,10n,11493.889565881873,10584.28871978756,16858.360357175115,19933.926575346388
knn_with_traintest,15n,11736.599690911662,10435.374313591185,16815.194698659834,19978.148680464
