method,n_neighbors,10,20,50,80
knn,1n,24.78100697434619,28.244087012197383,32.30209185840845,35.05915892252046
knn,5n,20.465795675597963,21.339203571535908,24.74527722675512,29.60730208818193
knn,10n,19.89119820172015,20.75236773365483,23.72402206972756,34.711198372405136
knn,15n,19.81649871469196,20.72636516706494,23.45126339145031,44.83840535859004
knn_with_traintest,1n,34.51502970268342,34.89822399085906,70.22751408081632,85.30581826928734
knn_with_traintest,5n,26.897671525498364,26.372809603234927,38.86287560684726,57.58079810243616
knn_with_traintest,10n,24.24270875973508,24.29718538322869,37.24265278211665,47.568083206813135
knn_with_traintest,15n,23.95958907472692,24.132186724404875,34.37803815028391,44.08267608403248
