method,n_neighbors,10,20,50,80
knn,1n,49.16335489040264,56.683222239634354,63.93120999870362,67.30291365602028
knn,5n,38.22303455790217,41.59016393279856,49.57986517405666,51.952136031309486
knn,10n,37.37030027515786,39.6635457662824,47.09632404864321,50.81205923338303
knn,15n,36.93260273011628,38.857139538644525,46.0248014049581,51.33464855386861
knn_with_traintest,1n,61.15828033344422,71.64992638536067,145.2954158444049,183.117982517922
knn_with_traintest,5n,47.52083056814728,60.24021886272531,88.76223455685843,130.54392404084814
knn_with_traintest,10n,45.8732347142902,50.7436920439064,2610.453179867789,110.52844458705285
knn_with_traintest,15n,44.18990265048099,47.842439442804526,1741.471596937073,98.74699849282824
