method,n_neighbors,10,20,50,80
knn,1n,87.4985582623286,108.5186039042468,129.78676786146613,131.35644096691493
knn,5n,62.94083011219939,73.72071811387181,93.71011087947508,109.23306196879736
knn,10n,50.0383838901292,72.41803235197747,88.69536840643454,118.2604032587813
knn,15n,68.32605613122007,83.42980688038648,90.22435138938894,140.13086211012742
knn_with_traintest,1n,109.49442410595064,225.1502843153117,239.09630523437124,335.7981868196312
knn_with_traintest,5n,92.95258154315742,218.14942280612703,209.69181117280124,217.38065145161764
knn_with_traintest,10n,89.79779759051831,218.7734182325581,188.5339125136132,201.5030427535541
knn_with_traintest,15n,87.66784208380702,216.61668275325525,183.30328694181563,197.3140746929591
