method,n_neighbors,10,20,50,80
knn,1n,1050.7630554268048,2144.863650276008,4209.492067361507,5002.462556205613
knn,5n,907.3552026261666,1360.7248645261536,3103.465723852159,4480.406092758685
knn,10n,996.86371942057,1346.838614916645,2942.191372918346,5852.47251675215
knn,15n,1079.3068660457827,1402.6624605207044,2925.8451176293247,7790.413180679698
knn_with_traintest,1n,2522.3910337701177,3008.409768070753,5330.4898606879415,8373.369649027549
knn_with_traintest,5n,2280.789275305652,2426.6827522017898,4048.359417964996,6711.416025978713
knn_with_traintest,10n,2088.2294690528893,2326.782246996044,3780.6869354641376,5812.673121975557
knn_with_traintest,15n,2128.1426542323657,2231.5255460076405,3715.3434580311296,5540.570118980813
