method,n_neighbors,10,20,50,80
knn,1n,4240.541765216339,7325.303826507938,12606.632171921849,14773.95291616777
knn,5n,9331.03591779616,10911.3299299203,11524.341045606005,12058.330401788022
knn,10n,8554.284081237289,9498.095969055752,10549.608606398033,10630.2683036817
knn,15n,5370.313543342254,8936.220569897678,10058.524551914052,11774.91233733455
knn_with_traintest,1n,4317.704284901909,4095.348701318706,5332.886667811362,12017.00136301836
knn_with_traintest,5n,4318.197387190841,4083.325293458788,5304.118897333598,11978.539160391789
knn_with_traintest,10n,4310.80507961371,4079.940573047381,5304.722870393144,11983.31808491877
knn_with_traintest,15n,4308.014749976272,4075.143902310675,5290.313299687102,11965.299274385752
