method,n_neighbors,10,20,50,80
knn,1n,223.57314712045525,329.3527077901938,476.8867846459278,506.1776926618591
knn,5n,186.89313251567845,223.98649855786985,353.9620789664952,413.0978016602696
knn,10n,183.25766497280776,227.34270715981685,332.9474738346065,427.7422426446662
knn,15n,201.3649992845324,233.06499230579823,327.0431081698596,463.4975981648074
knn_with_traintest,1n,496.13684280076126,669.335328813441,1061.6836079193513,1115.7872550342695
knn_with_traintest,5n,356.7945828170176,440.7816295886129,833.1156253990115,935.8116051366646
knn_with_traintest,10n,333.37964281026257,409.0860426145648,778.303323465327,873.6028065604465
knn_with_traintest,15n,318.2239302153743,391.5787226157455,740.2711533192609,839.534951996348
