method,n_neighbors,10,20,50,80
knn,1n,132.7749704916781,265.6955532652166,491.0470921091333,524.233057229232
knn,5n,109.70072747317408,165.71680095894624,357.6110376904924,411.0008296004936
knn,10n,113.45036203627738,155.25796850257487,324.1781153025373,414.428874166116
knn,15n,116.13686398078768,158.2305127855872,311.69026223545325,444.3117430851329
knn_with_traintest,1n,300.2549786264006,350.4343550176468,699.0730245276453,1132.6850337290005
knn_with_traintest,5n,320.9810792513422,327.3843315689284,525.9647395827967,829.8182400600526
knn_with_traintest,10n,307.8758174248283,318.3715467597628,497.1719945607903,669.998224933596
knn_with_traintest,15n,294.95751001797987,299.900356648622,477.1455212829204,644.9764845360032
