method,n_neighbors,10,20,50,80
knn,1n,50.73144154657825,72.64084005151628,102.66448803984396,109.99607721974768
knn,5n,40.2961352112204,49.132581350621216,77.08752661610792,87.07970253040504
knn,10n,40.14527692482132,47.20878654390288,72.95000534915268,88.24972547497674
knn,15n,40.6226881654977,46.92613631478765,70.70053321661004,95.08990192791597
knn_with_traintest,1n,68.36798798832082,75.34250311031859,126.18491999645384,180.5013670307976
knn_with_traintest,5n,55.61939128711944,56.49541267665523,89.22078354818055,153.03595280774474
knn_with_traintest,10n,54.58106561816434,53.62478901730323,83.47613769601224,127.25095525113016
knn_with_traintest,15n,51.000427987305066,51.05868574120812,78.92521107445863,119.73038999343235
